28 put user2382277743992889674
24 scan user6081486658124243802 16
21 scan user2519451889490982971 60
15 scan user3579454273499786199 66
23 scan user2646159648739401769 22
29 scan user7532223152074057816 59
24 scan user3642199094482780376 62
18 scan user5049423158593803596 83
28 scan user2445507985515192921 59
23 scan user3476975371370570234 63
25 scan user7899959019055900488 84
14 scan user5216930730914682286 79
17 scan user1449168501285026130 74
27 scan user1210183036251945376 28
26 scan user6250392118310713100 78
20 scan user6587236989429389205 31
27 scan user5602750098149639923 70
24 scan user8356672811149537256 17
23 scan user8428874110911772370 88
16 scan user3399856257848616208 30
20 put user7934422630684326589
15 scan user9031744796789119001 100
20 scan user1660586589245697661 96
28 scan user4365745267349971034 46
24 scan user2136116578335570768 37
21 scan user5602750098149639923 35
22 scan user2771274712245770561 3
22 scan user847107452476228626 90
29 scan user5101049048026194000 19
19 scan user5973676819141007644 41
25 scan user5169065910353738065 87
26 scan user2958068864808895426 12
28 scan user319255021492929085 1
26 scan user141892884591807411 1
17 scan user626178017056366877 7
28 put user4067166683538677594
21 scan user2212336477522845055 15
26 scan user5212748684951750511 12
24 scan user2334767214547783978 22
29 scan user1435693423080746020 35
28 scan user2662237330156165447 70
27 scan user3082663183138874877 47
18 scan user6361919019005288685 64
17 scan user5543306824311924618 59
19 scan user8362586536275173893 99
16 scan user566343691769828763 15
23 scan user6096633763867760945 35
16 scan user2343144559465249327 55
24 scan user4695501623638780325 73
28 scan user8539841051094207507 25
17 scan user521679979568190277 77
14 scan user5101049048026194000 11
14 scan user6044172338553679655 2
14 scan user6052797788200799482 53
23 scan user6371712360135309639 4
26 scan user2839659118680754950 53
29 scan user3920083720831290972 62
24 scan user4981519380873772628 85
23 scan user7130516128355277351 55
21 scan user3118919760911235419 86
14 scan user2646971677279710170 33
28 scan user7778970177056658929 65
15 scan user1059328143153270046 34
15 scan user6883494963699029813 30
25 scan user544465369834941545 88
29 scan user4161422112520446615 19
22 put user3925450801967396509
14 scan user2136116578335570768 4
16 scan user8809334251007808781 58
22 scan user2849118668513661650 55
14 scan user9094484155246688141 26
15 scan user2406578898557100296 91
19 scan user1776833424769866997 30
27 scan user2824550557571919526 10
26 scan user2650593762730501497 77
20 scan user3809170213632901103 12
14 scan user7867922203355311266 58
19 scan user8522122703476773592 83
23 scan user3151542435937106848 21
27 scan user3821173471168821066 17
29 scan user1623442614434355166 91
25 scan user50095612876442065 29
16 scan user7586364458924560450 52
14 scan user2254305617774110087 8
18 scan user6347187427827832097 66
17 scan user4508052470771959363 63
14 scan user1799466515093354061 95
21 scan user7153101248220144184 92
29 scan user5609707483556036192 32
20 scan user4264797837512583045 96
22 scan user5037332715263512295 12
16 scan user1189506358610285355 94
27 scan user1815877987807231993 54
25 scan user3642199094482780376 64
19 scan user2136116578335570768 34
29 scan user6360020822251025458 39
19 scan user2265804739253694144 69
29 scan user3303708094638008997 84
22 scan user2287801608321519496 59
23 scan user1197206695109583684 21
24 scan user6669370613742300129 76
27 scan user6174924596040279385 79
25 scan user2552382457000826895 3
25 scan user8511874632444940976 44
20 scan user1588826702862664861 37
26 put user7874979356846611284
23 scan user7926831415494027882 16
28 scan user6097535369674199958 68
26 scan user9210365838135176427 73
21 scan user4023962146183859295 66
15 scan user6537668779990641155 70
14 scan user3047946004255369261 63
25 scan user2985540437094914375 19
23 scan user5025363210537918402 36
18 scan user2112113890431394129 20
22 scan user7022064605590954444 50
25 scan user4798951217902678745 92
18 scan user4322185822828415270 84
21 scan user5430602742441359582 45
22 scan user5218641973789670426 33
14 scan user725280683123536907 13
21 scan user1971635806316262686 40
22 put user4062877015493657759
14 scan user5899180808650261457 21
17 scan user7998869268718370394 1
20 scan user8885272156524252332 2
22 scan user626178017056366877 64
20 scan user8087140395900184875 12
23 scan user2376219572921173144 4
17 scan user7543193674380068221 69
16 scan user3223580289161449360 15
19 scan user5581262827663575514 58
23 scan user4161755903817560869 80
24 scan user982383401220058696 40
22 scan user6461836105084526390 77
29 scan user4217800869947751767 63
24 scan user4986904506825835613 9
24 scan user2136116578335570768 21
27 scan user762263602868746074 100
28 scan user2920233800061941938 79
29 scan user7401941277833467922 5
24 scan user4848666264759265962 92
14 scan user3768126186529457569 72
29 scan user7802833881540180712 37
21 scan user1330645670549372557 70
26 scan user6921564051658193806 44
20 put user7149332325351513690
22 scan user4322185822828415270 99
16 scan user4090640772269280581 95
20 scan user6845983444780246994 27
28 scan user6917795128789563312 70
15 scan user984541519999674187 69
29 put user1347551989626498071
29 put user7204485931144209160
29 scan user3370802235289490838 4
14 scan user2136116578335570768 1
24 scan user4514752325624762642 61
20 put user1402705595419193541
14 scan user9097971084444487899 59
29 scan user7737219352023235780 49
23 scan user6881928166770121566 32
21 put user1288108715788782766
20 scan user8297277507770442182 28
21 scan user446020040893056438 7
26 scan user6236778056685778134 83
28 scan user417831479858284737 9
19 scan user2136116578335570768 37
25 scan user4493320879594502775 84
18 scan user2136116578335570768 22
21 scan user6604400839060107709 49
22 scan user5242084701181706617 45
28 scan user5920838423895547518 3
23 put user7989576236477022059
28 scan user4684002502159196268 18
16 scan user1759751298408094794 99
15 scan user1577895395892405563 96
29 scan user7937241977287897839 28
23 scan user7398589368757809545 4
17 scan user2605824819918534225 18
17 scan user2213557665858941262 5
14 scan user8945332651025816640 10
17 scan user6103259749448802234 37
28 scan user6458232127980700060 98
27 scan user450680324099182360 50
23 scan user4322185822828415270 68
20 scan user804244560415708892 2
21 scan user281217294872331888 32
22 scan user204298451752262297 66
20 scan user3642199094482780376 54
25 scan user2594133282034250044 23
19 scan user3260724263972791855 71
18 scan user3596951914427618957 11
14 scan user7741206590109708157 21
29 put user1343262321581478236
29 scan user2136116578335570768 22
25 scan user1055428090861169007 78
14 scan user4919471112351814481 12
24 scan user2278089990460444843 71
23 scan user1134584384558041116 91
22 put user4651097833462494103
27 scan user5705594152914536938 98
18 scan user2136116578335570768 18
22 scan user5101049048026194000 84
29 scan user21543334901893327 53
17 scan user6839091173522743591 85
14 scan user8127336241300397563 30
21 scan user2650992668176508617 46
26 scan user6442072723294990081 80
15 scan user2225950539147780021 72
20 scan user8333417037636776152 27
14 scan user3836554600124548714 35
18 scan user9135869827644430240 60
20 scan user5167953843326641480 41
24 scan user3288077289125872670 46
20 scan user7199321511881747332 26
20 scan user2926006150295164445 19
20 scan user5928876514990473576 34
23 scan user4322185822828415270 49
20 scan user352332426420612176 54
23 scan user1193080473602456451 86
22 scan user6498646288598754631 50
20 scan user2015705805195434654 97
22 scan user8940767407611246367 7
22 scan user7203699801417042518 86
20 scan user7209480005647449336 76
23 scan user380492697170482844 79
20 scan user2547362483684444960 39
23 scan user649400037758801911 15
23 scan user5252910777541637129 93
20 scan user8729649358137363020 74
20 scan user6475342544627373296 48
23 scan user4630973262335790219 25
23 scan user8394849521190789309 85
20 scan user370334203404780840 28
20 scan user7944168001355727312 92
23 scan user7862447500137117669 89
24 scan user8408725076667830740 26
20 scan user3319446522232233384 81
23 scan user2711800077069488460 39
23 scan user8511257411781091973 61
20 scan user2372975285927602827 18
23 scan user2136116578335570768 28
24 scan user7022064605590954444 21
23 scan user4904600537753703037 62
24 scan user9120462799875560833 31
20 scan user6586895344135090640 91
23 scan user7194931405050754360 76
20 scan user444655905837791900 12
23 scan user7353298181542541370 98
24 scan user4601942747118047334 73
24 scan user2136116578335570768 25
22 scan user3650233222279192959 97
26 scan user7165743798065391622 39
24 scan user3504433627133979835 3
29 put user759331171657661727
23 scan user7404421370614499881 4
24 scan user7791442382142684715 30
23 scan user2136116578335570768 85
17 scan user7687033921920638727 46
24 scan user5111906485724691308 8
26 scan user4322185822828415270 54
14 scan user8312350744242197335 67
17 scan user3452967220940968558 5
26 put user5886982743237882096
14 put user5243608319476350282
22 scan user2136116578335570768 35
28 put user6698537720908938596
22 scan user1509788956298730886 37
27 scan user6170685289925639055 4
20 scan user526034761762102978 84
28 scan user172708511956300426 2
27 scan user4530164815919057086 28
28 put user7263929204981924465
22 scan user5960579539393948544 1
27 scan user2442979922275540731 69
28 scan user6927451877970688684 52
20 scan user4750169138191097337 51
28 scan user559830790796300571 65
27 scan user84511254046247935 67
20 scan user2413610153235258555 25
20 scan user4338815610760135085 63
28 scan user2136116578335570768 44
27 scan user4498793191340937098 77
28 scan user7285247566404671235 15
28 scan user8637325878720183296 21
27 scan user3348808437275331249 7
24 scan user7593288091520630649 83
28 scan user2136116578335570768 7
27 scan user8372266792797681750 4
28 scan user5609707483556036192 71
27 scan user4770401331399889281 14
27 scan user5609707483556036192 3
27 scan user5609707483556036192 62
24 scan user1187379601169236660 49
28 scan user3670657831892685027 100
27 scan user3304966999082944749 19
27 scan user1477752140598141664 33
24 scan user3642199094482780376 30
27 scan user3244538960473940117 62
29 scan user7520164070082333311 35
28 scan user7297897970247102984 88
29 scan user8822727605943142590 50
27 scan user4201975256559156042 99
24 scan user781101871510460885 8
24 scan user6103259749448802234 73
16 put user617615290086380642
29 scan user2136116578335570768 47
27 scan user2065079206757723306 59
28 scan user6427567301332559687 4
28 scan user2136116578335570768 92
24 scan user5281929475463682228 47
27 scan user2136116578335570768 94
28 scan user5843698874085876770 50
27 scan user2547362483684444960 79
24 scan user7777233035368529030 97
28 scan user4192898967708895389 36
27 scan user2759275281877513885 34
28 scan user3124443870283953260 41
24 scan user1383049835711745292 56
27 scan user3283057315809490735 13
28 scan user6178272541817424287 52
27 scan user1567929318531403683 93
24 scan user7208809351999555065 15
28 scan user1862007102375950328 90
24 scan user5514365886360312345 93
20 scan user5234041147561355522 14
15 scan user7737219352023235780 28
16 scan user6058038468206782574 64
22 scan user4727060202096175400 42
15 scan user8885246257711110573 95
16 scan user7658484035417849263 59
24 scan user5421926930863860250 77
27 scan user5417687624749219920 31
15 scan user7126415805661291877 90
24 scan user1205609938840190792 13
27 scan user2281745828721562240 73
24 scan user4315146714153072700 87
28 scan user3825915477643893289 22
28 scan user7043577774890160612 11
27 scan user4485729664404204068 70
28 scan user3829710299325665542 43
15 scan user8723509463796700189 12
24 scan user2343761780129098330 27
15 scan user6095434511046293022 26
27 scan user2547362483684444960 64
24 scan user1719139938441821551 17
15 scan user5723349324395962686 83
24 scan user3946938072453460918 18
28 scan user3283023562999164665 40
24 scan user3642199094482780376 51
28 scan user1582134702007045893 31
15 scan user8273608611163379797 59
24 scan user2483723910892196081 21
28 scan user4521570727610504055 3
28 scan user5467620986823649020 63
24 scan user830362188465236440 15
15 scan user4391731765976028037 36
24 scan user1645352297707809180 64
28 scan user7250752593437678338 43
15 scan user6790051563257569193 100
24 scan user1561823177001066922 87
25 scan user7400374480904559675 57
14 scan user7015667180696698623 42
21 put user6757980994746653901
26 put user5101892437905069197
23 scan user1046079234164016130 53
15 scan user4452572927679333950 32
20 scan user6604400839060107709 34
15 scan user5356286502533773559 57
20 scan user3765693928076195653 16
20 scan user3152441650271786587 15
20 scan user38882312235352031 37
26 scan user3825528253362733767 66
14 scan user4642359299207861179 6
20 scan user7009308971138193909 52
14 scan user8988763357595661133 90
28 scan user6048106143656106764 73
27 scan user3137585157191119116 96
20 scan user7737219352023235780 24
25 scan user5475403046591893650 83
20 scan user9185690105111346243 23
28 scan user5101049048026194000 14
20 scan user2136116578335570768 51
27 scan user1059328143153270046 100
28 scan user8746815599239840798 36
25 scan user2136116578335570768 91
20 scan user1272231304773903523 66
28 scan user9120609637293400000 55
25 scan user7846143649505327797 61
27 scan user2695388604355610528 42
20 scan user2338376654177035345 52
28 scan user2136116578335570768 18
25 scan user7261717653218263706 77
28 scan user4733539350259377522 40
27 scan user6010455641316669089 8
20 scan user3338089982997488797 49
27 scan user8261184376535974242 22
18 scan user71479088448081701 64
22 scan user155542270853822648 5
16 scan user5128091789223543046 72
17 scan user8212793348273215643 81
25 scan user3304154970542636348 62
22 scan user2136116578335570768 69
22 scan user4695501623638780325 52
18 scan user4322185822828415270 9
25 scan user7907103358341571844 43
18 scan user2947389625866804081 71
17 scan user7357172335021500650 55
22 scan user4169013327710745322 92
25 scan user4322185822828415270 77
17 scan user1996232207542905843 49
29 scan user8102465700400107981 85
28 scan user1232269482585901340 77
17 scan user5136356049533495298 39
19 put user1267124145663150250
18 scan user6604400839060107709 10
18 scan user2027318011282531808 77
19 scan user5489360325337881382 37
26 scan user7159798711601188189 84
21 scan user1341697916124329263 100
15 put user4534656190061865369
19 scan user5878162485714302871 76
23 scan user3642199094482780376 22
15 scan user6487180919929496644 44
23 put user1322277751455845720
22 scan user5742221345848003567 40
27 scan user3234493551315751210 82
29 scan user2821736673493773313 42
15 scan user2422990371270978228 76
22 scan user5135601281144895452 67
23 scan user8447183780379913529 25
18 scan user2502927332169591942 75
23 scan user1782413358598389380 31
15 scan user648280116734521015 48
28 scan user6918549897178163158 80
21 scan user4031813283399510266 18
21 scan user3552014062552334046 27
28 scan user2165135276257615867 30
21 scan user3584895223907653726 66
29 scan user4521205574974823005 56
26 scan user8248489965533435737 26
17 scan user1595532020240893177 98
22 scan user1798572763284099359 62
26 scan user5362313312266923293 89
29 scan user4993909862690852113 36
22 scan user1181549990784305598 68
29 scan user2980204717297375634 83
26 put user4479502584269169899
22 scan user4234327818740902070 34
26 scan user3642199094482780376 36
29 scan user6713471973960038893 12
22 scan user1396341923335263790 85
29 scan user6142579887855717668 67
29 scan user5496608323407127323 36
22 scan user3825528253362733767 37
22 scan user4207303122359510472 19
29 put user4594099463899580674
29 scan user5285368570333711943 6
23 scan user6832919917843513964 67
18 scan user5973676819141007644 99
25 scan user3761200162461628096 49
23 scan user6003450285451652589 93
16 scan user7633144683098304046 45
19 scan user6208081332765149503 12
18 put user4538945858106885204
19 scan user3093263090283779195 48
18 scan user2136116578335570768 62
23 scan user1097397231112434039 5
23 scan user8719570196168848043 29
18 scan user889310615939704163 67
27 scan user7155446320879034762 44
23 scan user6762619206307301351 72
14 scan user5652798936303341394 43
18 scan user9133220825800080642 28
27 scan user6143447740851830611 65
22 scan user6160671242106016944 88
18 scan user2957824650777911784 88
27 scan user1005073751695254315 66
24 scan user132065790651460387 10
24 scan user276751819542665364 18
22 scan user784928054530799934 69
27 scan user3266191113193801141 2
18 scan user6124131234966921653 93
27 scan user5210816735387161214 84
22 scan user4491340959571293247 15
21 scan user3502535430379716608 94
22 scan user5496608323407127323 23
22 scan user4322185822828415270 57
27 put user7913438060558694073
18 scan user1676829152896257954 35
22 scan user5977697810037806091 13
27 scan user3325778832977596339 28
22 scan user1135434957733031236 99
21 scan user2215766146568936258 98
28 scan user3193658413606211047 25
27 scan user6843047050270649172 88
28 scan user5096614934035094272 82
21 scan user5609707483556036192 90
27 scan user7774170910429878151 66
28 scan user5557228778420832079 76
22 scan user8617905714051699753 2
21 scan user8653095667652974479 59
22 scan user751432063983390525 95
28 scan user2134518420068095725 53
15 scan user8828451985717744866 65
28 scan user4245793187410160057 93
21 scan user8312350744242197335 32
22 scan user9127420185281957102 94
15 scan user97205665048786440 54
25 scan user5460808047363332644 48
28 scan user2324193206216021419 16
15 scan user8644696387220880846 86
25 scan user4724077408954711548 81
28 put user5264592889601982798
28 scan user7860323134167828248 21
15 scan user4819748834149036174 24
25 scan user8785388823255340697 89
28 scan user7155112529581920508 86
15 scan user5498398898079302490 3
15 scan user2594911557764232375 7
15 scan user2882722281143159119 53
28 scan user2547362483684444960 55
27 scan user2639241478668756607 48
25 scan user7593288091520630649 66
27 scan user3642199094482780376 23
27 scan user4628402020461873447 99
25 put user5122877008030701713
25 scan user2136116578335570768 96
27 scan user2136116578335570768 39
27 scan user1062824498175008316 74
25 scan user2735389641879363818 42
25 put user6677553150783306080
25 scan user2904461619657391481 26
15 put user875772815058290461
25 scan user7119602866200975501 26
15 scan user1831203292307155099 4
15 scan user5101049048026194000 28
25 scan user4640792502278952932 13
15 scan user6439171653422472530 14
25 scan user2136116578335570768 62
15 scan user715939680423568341 57
25 scan user7439224236065465273 32
15 scan user8580471955103349760 52
25 scan user8054942525133462325 71
15 scan user7047791182191659183 56
25 scan user4646459621901846653 63
15 scan user5557228778420832079 16
15 scan user1193414264899570705 53
25 scan user3683497581086151137 59
15 scan user132065790651460387 84
25 scan user1530590535843601790 7
28 scan user3642199094482780376 1
25 scan user544799161132055799 33
28 scan user9202548453729851526 4
28 scan user543679240107774903 86
25 scan user4322185822828415270 81
28 scan user1515595059342279463 97
24 scan user6664821023671928030 36
24 scan user3524524445450357649 46
28 scan user945570826234071181 71
24 scan user4322185822828415270 40
24 scan user2704321946486702850 16
24 scan user6003416532641326519 55
28 scan user4118664451070255667 98
24 scan user2136116578335570768 53
24 scan user1599779180352717818 27
28 scan user2270717090487988019 75
14 scan user6407108938908741549 19
14 scan user7197420923655724831 14
14 scan user6874007123581222080 98
28 scan user6103259749448802234 42
28 scan user5690673216386045989 5
28 scan user4093988718046425483 62
14 scan user4155308116992925543 48
14 scan user7312850268114160729 46
28 put user7320927574544837894
14 scan user3028968752192999594 53
28 scan user826430774834568605 24
14 put user7462643456116118979
14 scan user3816682097026012783 8
14 scan user5496608323407127323 82
28 scan user2799689442495568456 49
14 scan user985466633147495685 72
28 scan user2136116578335570768 69
14 scan user6157393202302120557 89
28 scan user3926423885573838238 18
28 scan user7439897281185118818 27
14 scan user3513919075780028294 82
28 scan user1775942064432371569 5
28 put user816329541220575156
28 scan user2234133076188785972 90
14 scan user58381808701022601 99
28 scan user608312832021093795 38
14 scan user5356620293830887813 95
28 scan user410574055965100284 85
19 scan user6604400839060107709 87
16 scan user2136116578335570768 72
25 scan user4848666264759265962 47
16 scan user6889301066742578390 73
29 put user2107368056788658619
26 scan user2605824819918534225 57
17 scan user4848666264759265962 13
24 scan user4233086959111923766 100
17 scan user7316085129283792534 82
15 scan user5927877532570890088 64
27 scan user5496608323407127323 74
22 scan user1561823177001066922 32
21 scan user4848666264759265962 93
22 scan user8525796586553848437 47
20 scan user9210925798647316875 73
23 scan user8355547427599831323 97
18 scan user1329607472794037962 29
16 scan user7741208981581467431 63
25 scan user3918719585776026434 61
27 put user1381721025293561025
20 scan user8769398327632948357 14
20 scan user3297788906986947323 73
27 scan user235191839087188138 69
19 scan user5609707483556036192 5
15 scan user6103259749448802234 11
15 scan user5904986911693810034 92
14 scan user5648696222137596646 25
27 scan user8924908041412324572 94
19 scan user2263572751202316663 23
17 scan user3642199094482780376 31
16 scan user8780758465691877558 96
14 scan user2737478683211572968 85
16 scan user2155282283504127084 34
29 put user90682509725477562
14 scan user5157874681358126503 58
16 scan user2136116578335570768 75
29 scan user6178272541817424287 29
16 scan user4246158340045841107 11
16 scan user1341697916124329263 13
29 scan user6344613794482156051 56
27 scan user3905521038717152023 30
16 scan user759696324293342777 82
27 scan user1582021617399532796 13
29 scan user6531495132839652254 82
20 scan user1672450863360962768 13
14 scan user5315725504497879821 18
27 scan user2136116578335570768 64
20 scan user7906990273734058747 9
14 scan user2077698249261588259 16
27 scan user4030354108552690079 93
20 scan user9150305343633612119 20
14 scan user1934912808596405783 78
29 scan user2606636848458842626 87
20 scan user2017524670152510854 14
20 scan user3765328775440514603 75
27 scan user4207082415669909315 87
29 scan user8389603378659381180 55
14 scan user3670657831892685027 40
20 scan user4322185822828415270 95
29 scan user758024296754105744 37
14 scan user4279201992163198128 89
27 scan user4334268412161522260 80
20 scan user473460251840508591 95
29 scan user7846143649505327797 84
27 scan user1309961138910528225 48
14 scan user8341794382554241501 84
20 scan user2516654478402040005 90
29 put user6792150030413716855
27 scan user175714812439146763 1
27 scan user6784810883251586101 21
27 scan user4317604871419476375 43
29 scan user5938701217459061326 30
14 scan user2605824819918534225 78
20 scan user1303400267478379802 36
21 scan user6855024408993427376 18
27 scan user5609707483556036192 8
14 scan user7733584013580842654 22
20 scan user1236721641392958516 75
27 scan user4860496786064204999 36
21 scan user4322185822828415270 29
14 scan user5251125665394886999 49
21 scan user4485808996201391095 33
27 scan user1269213186995359400 13
27 scan user1072278585482489979 74
20 scan user4613336637987302605 57
21 scan user1599966134231992905 86
14 scan user128273360441447408 49
20 scan user3563066308127290752 51
14 scan user2136116578335570768 85
16 scan user7504091851190994670 85
21 scan user7479759335288217252 75
14 scan user2742691072932655027 58
27 scan user4563092991957141736 16
27 scan user4322185822828415270 62
17 scan user197041027859077844 98
